Id,Arousal,Valence,Tag,Dataset,Neutral_Prompt,Emotional_Prompt
25086,-1.0,0.333333333,,emotic_train,a man in a suit and tie sitting on a suitcase,"A man reads a newspaper outside a modern building, a briefcase filled with important documents and currency beside him. The scene carries a sense of mild tension and curiosity, with elements suggesting a story of significance and anticipation. The atmosphere is calm yet filled with underlying intrigue."
25087,-1.0,0.333333333,,emotic_train,a group of people sitting around a table,"A diverse group of students huddled around a table, poring over textbooks with focused expressions. The atmosphere is calm yet slightly tense, suggesting a collaborative effort to solve challenging problems. Warm indoor lighting and a classroom setting enhance the sense of intellectual engagement and shared determination."
25088,0.333333333,0.333333333,,emotic_train,a young boy crosses the street in front of a train,"A busy city street under an overpass, a man in a suit holding a child's hand, both with thoughtful expressions. The scene captures a blend of urban hustle with a tender moment, reflecting a subtle juxtaposition of connection amidst the chaos."
25089,-0.555555556,0.333333333,,emotic_train,a woman with an umbrella standing in the rain,"Dimly lit rainy evening, a lone figure stands pensively under a colorful umbrella amidst a bustling crowd. Cold, reflective mood in a city street, gentle raindrops falling, distant streetlights casting a soft glow."
25090,-1.666666667,0.333333333,,emotic_train,a man standing in front of a brick oven,"A solemn baker works by a brick oven, the warm glow of the fire casting shadows that evoke a sense of melancholy and calm. The rustic bakery��s charm and the baker's solitude capture a quiet, reflective moment."
25091,-1.0,0.333333333,,emotic_train,a man talking on a cell phone while walking down the street,"Urban street photographer on a call, eyes closed, holding a camera. Background filled with blurred crowd and city ambiance. Subtle tension and mild satisfaction reflecting in the expression."
25092,-0.333333333,-0.333333333,,emotic_train,a baseball player is running to first base,"Baseball catcher mid-game, focused and determined, under a bright sun, standing on the field with a distant, reflective expression, evoking a sense of quiet contemplation amidst the game's intensity."
25093,-0.333333333,1.0,,emotic_train,a man riding a wave on top of a surfboard,"Serene surfer effortlessly riding a gentle wave, showcasing skill and calm amidst the ocean's ebb and flow, under a grey sky."
25094,-1.333333333,-0.333333333,,emotic_train,stock photography of doctor talking to patient,"A somber hospital room scene where a concerned doctor discusses treatment options with a patient and their loved one, conveying a sense of worry and subdued emotions."
25095,-1.666666667,-1.0,,emotic_train,a group of picnic tables and benches in a park,"An overcast day in a neglected, empty park. Abandoned picnic tables under dense trees. A lone person sits quietly at a distance, evoking a sense of melancholy and isolation. The scenery feels somber, reflecting inner turmoil and sorrow."
25096,-1.0,-1.0,,emotic_train,a group of people sitting around a table,"Dimly lit room, cluttered table with empty bottles, and distant, disheartened people. A somber, heavy atmosphere fills the scene, evoking a sense of despair and isolation."
25097,-0.333333333,0.333333333,,emotic_train,a crowd of people standing around a table,"Group of young adults at a tech event, focused and intrigued, holding gaming controllers, watching a screen intently. The atmosphere is filled with mild excitement and anticipation. Modern indoor setting with vibrant, colorful displays in the background, capturing a moment of collective engagement and curiosity."
25098,2.333333333,1.666666667,,emotic_train,two people on skis in the snow,"Group enjoying an exhilarating skiing adventure on snow-covered mountains, under overcast skies. The atmosphere is filled with excitement and the thrill of the winter sport. Snowy peaks and forested slopes provide a breathtaking backdrop."
25099,-0.333333333,1.444444444,,emotic_train,three baseball players are posing for a photo,"Three joyful baseball players in vintage uniforms, standing in front of the dugout, holding bats and smiling, embodying camaraderie and the thrill of the game. Black and white photo with a nostalgic feel."
25100,-1.666666667,-0.333333333,,emotic_train,a statue of a man and woman holding a pitchfork,"Depict a somber, oversized statue of a couple in traditional attire standing still and solemn among modern skyscrapers in an urban setting. The man holds a pitchfork, and at their feet is a suitcase covered with travel stickers, symbolizing displacement and the contrast between past and present."
25101,-0.333333333,-0.333333333,,emotic_train,two men sitting at a table with papers,"Introspective older man in formal attire at a conference, deep in thought during a serious discussion, subdued atmosphere, dim lighting, neutral facial expression, microphone on table."
25102,-0.333333333,-0.333333333,,emotic_train,a woman with a tooth,"Young woman with a pensive expression, fingers near lips, soft light, subtle anxiety, emotionally evocative mood, intimate close-up, reflective pondering atmosphere."
25103,-2.0,0.333333333,,emotic_train,a woman sitting in a chair holding a remote control,"Group of friends sitting together, a sense of melancholy in the atmosphere, muted earth tones, casual indoor setting, subtle expressions of contemplation and detachment, evening light casting soft shadows, intimate and reflective mood, quiet interactions."
25104,-1.666666667,-0.333333333,,emotic_train,a group of children painting in a classroom,"Children in an art class, painting together with a hint of melancholy, expressing a subdued, reflective atmosphere. The scene captures the soft, somber tones of young artists absorbed in their colorful yet wistful creations."
25105,0.333333333,1.0,,emotic_train,a woman walking her dog through the snow,"A joyful woman cross-country skiing with her dog on a snowy winter day, vibrant playground in the background, both exuding happiness and the thrill of a shared adventure."
25106,1.666666667,-0.333333333,,emotic_train,a man is playing frcg in the park,"Urban scene with two people playing frisbee, one in mid-throw. Modern apartment complex background, lush greenery, and bright sunlight. Action-filled moment capturing movement and casual city life."
25107,1.0,0.333333333,,emotic_train,a baseball player swinging at a ball during a game,"A thrilling moment in a baseball game: a powerful hit sends the ball flying, the batter's intense expression, and the catcher and umpire's focused stance. Action-packed scene under a vibrant sky, highlighting the competitive spirit and anticipation on the field."
25108,0.333333333,-0.333333333,,emotic_train,a group of people standing around a hotel lobby,"Four people in a hotel lobby, surrounded by packed luggage, portraying a sense of mild tension and uncertainty. The setting suggests an imminent departure or arrival, with an undercurrent of subdued stress."
25109,-0.333333333,0.333333333,,emotic_train,a group of people standing around a bus,"A gray day at the bus station, individuals waiting silently, dressed warmly, capturing the somber anticipation of travel. A person in focus holds a skateboard and bag, adding a touch of casual resilience amidst the crowd's subdued mood."
25110,-0.333333333,1.0,,emotic_train,two men standing on a tennis court,"Two friends share a joyful moment on a sunny tennis court, smiling brightly after a friendly game. The urban backdrop adds a sense of community, with tall residential buildings and greenery encircling the court. The image radiates a warm and positive atmosphere, capturing the essence of camaraderie and sportsmanship."
